zip,type,primary_city,state,county,latitude,longitude,world_region,country,decommissioned,estimated_population
00656,STANDARD,Guayanilla,PR,,18.02,-66.79,NA,US,0,0
00659,STANDARD,Hatillo,PR,,18.48,-66.82,NA,US,0,0
00660,STANDARD,Hormigueros,PR,,18.14,-67.12,NA,US,0,0
00662,STANDARD,Isabela,PR,,18.5,-67.02,NA,US,0,0
00664,STANDARD,Jayuya,PR,,18.22,-66.59,NA,US,0,0
00667,STANDARD,Lajas,PR,,18.04,-67.06,NA,US,0,0
00669,STANDARD,Lares,PR,,18.29,-66.88,NA,US,0,0
00670,STANDARD,Las Marias,PR,,18.27,-67.06,NA,US,0,0
00674,STANDARD,Manati,PR,,18.43,-66.48,NA,US,0,0
00676,STANDARD,Moca,PR,,18.39,-67.11,NA,US,0,0
00677,STANDARD,Rincon,PR,,18.34,-67.25,NA,US,0,0
00678,STANDARD,Quebradillas,PR,,18.47,-66.93,NA,US,0,0
00680,STANDARD,Mayaguez,PR,,18.2,-67.14,NA,US,0,0
00681,PO BOX,Mayaguez,PR,,18.2,-67.14,NA,US,0,0
00682,STANDARD,Mayaguez,PR,,18.2,-67.14,NA,US,0,0
00683,STANDARD,San German,PR,,18.08,-67.04,NA,US,0,0
00685,STANDARD,San Sebastian,PR,,18.33,-66.99,NA,US,0,0
00687,STANDARD,Morovis,PR,,18.32,-66.4,NA,US,0,0
00688,STANDARD,Sabana Hoyos,PR,,18.38,-66.62,NA,US,0,0
00690,STANDARD,San Antonio,PR,,18.49,-67.09,NA,US,0,0
00692,STANDARD,Vega Alta,PR,,18.41,-66.32,NA,US,0,0
00693,STANDARD,Vega Baja,PR,,18.44,-66.39,NA,US,0,0
00694,PO BOX,Vega Baja,PR,,18.44,-66.39,NA,US,0,0
00698,STANDARD,Yauco,PR,,18.03,-66.86,NA,US,0,0
00703,STANDARD,Aguas Buenas,PR,,18.25,-66.1,NA,US,0,0
00704,STANDARD,Aguirre,PR,,17.96,-66.22,NA,US,0,0
00705,STANDARD,Aibonito,PR,,18.14,-66.26,NA,US,0,0
00707,STANDARD,Maunabo,PR,,18,-65.9,NA,US,0,0
00714,STANDARD,Arroyo,PR,,17.97,-66.06,NA,US,0,0
00715,STANDARD,Mercedita,PR,,18,-66.56,NA,US,0,0
00716,STANDARD,Ponce,PR,,17.98,-66.6,NA,US,0,0
00717,STANDARD,Ponce,PR,,17.98,-66.6,NA,US,0,0
00718,STANDARD,Naguabo,PR,,18.21,-65.73,NA,US,0,0
00719,STANDARD,Naranjito,PR,,18.3,-66.24,NA,US,0,0
00720,STANDARD,Orocovis,PR,,18.22,-66.39,NA,US,0,0
00721,PO BOX,Palmer,PR,,18.37,-65.77,NA,US,0,0
00723,STANDARD,Patillas,PR,Patillas,18,-66.01,NA,US,0,0
00725,STANDARD,Caguas,PR,,18.23,-66.03,NA,US,0,0
00726,PO BOX,Caguas,PR,,18.23,-66.03,NA,US,0,0
00727,STANDARD,Caguas,PR,,18.23,-66.03,NA,US,0,0
00728,STANDARD,Ponce,PR,,17.98,-66.6,NA,US,0,0
00729,STANDARD,Canovanas,PR,CanÃ³vanas,18.37,-65.9,NA,US,0,0
00730,STANDARD,Ponce,PR,,17.98,-66.6,NA,US,0,0
00731,STANDARD,Ponce,PR,,17.98,-66.6,NA,US,0,0
00732,PO BOX,Ponce,PR,,17.98,-66.6,NA,US,0,0
00733,PO BOX,Ponce,PR,,17.98,-66.6,NA,US,0,0
00734,PO BOX,Ponce,PR,,17.98,-66.6,NA,US,0,0
00735,STANDARD,Ceiba,PR,,18.26,-65.64,NA,US,0,0
00736,STANDARD,Cayey,PR,,18.11,-66.16,NA,US,0,0
00737,PO BOX,Cayey,PR,,18.11,-66.16,NA,US,0,0
00738,STANDARD,Fajardo,PR,,18.33,-65.65,NA,US,0,0
00739,STANDARD,Cidra,PR,,18.17,-66.15,NA,US,0,0
00740,STANDARD,Puerto Real,PR,,18.33,-65.63,NA,US,0,0
00741,STANDARD,Punta Santiago,PR,,18.15,-65.76,NA,US,0,0
00742,PO BOX,Roosevelt Roads,PR,,18.27,-65.65,NA,US,0,0
00744,PO BOX,Rio Blanco,PR,,18.22,-65.79,NA,US,0,0
00745,STANDARD,Rio Grande,PR,,18.38,-65.83,NA,US,0,0
00751,STANDARD,Salinas,PR,,17.97,-66.29,NA,US,0,0
00754,STANDARD,San Lorenzo,PR,,18.19,-65.96,NA,US,0,0
00757,STANDARD,Santa Isabel,PR,Santa Isabel,17.97,-66.4,NA,US,0,0
00765,STANDARD,Vieques,PR,,18.42,-65.83,NA,US,0,0
00766,STANDARD,Villalba,PR,,18.13,-66.48,NA,US,0,0
00767,STANDARD,Yabucoa,PR,,18.04,-65.87,NA,US,0,0
00769,STANDARD,Coamo,PR,,18.08,-66.36,NA,US,0,0
00771,STANDARD,Las Piedras,PR,,18.18,-65.86,NA,US,0,0
00772,STANDARD,Loiza,PR,,18.43,-65.88,NA,US,0,0
00773,STANDARD,Luquillo,PR,,18.37,-65.71,NA,US,0,0
00775,PO BOX,Culebra,PR,,18.31,-65.3,NA,US,0,0
00777,STANDARD,Juncos,PR,,18.22,-65.91,NA,US,0,0
00778,STANDARD,Gurabo,PR,,18.25,-65.97,NA,US,0,0
00780,STANDARD,Coto Laurel,PR,,18.09,-66.57,NA,US,0,0
00782,STANDARD,Comerio,PR,,18.22,-66.22,NA,US,0,0
00783,STANDARD,Corozal,PR,,18.34,-66.31,NA,US,0,0
00784,STANDARD,Guayama,PR,,17.97,-66.11,NA,US,0,0
00785,PO BOX,Guayama,PR,,17.97,-66.11,NA,US,0,0
00786,PO BOX,La Plata,PR,Aibonito,18.16,-66.23,NA,US,0,0
00791,STANDARD,Humacao,PR,,18.15,-65.81,NA,US,0,0
00792,PO BOX,Humacao,PR,,18.15,-65.81,NA,US,0,0
00794,STANDARD,Barranquitas,PR,,18.18,-66.3,NA,US,0,0
00795,STANDARD,Juana Diaz,PR,,18.05,-66.5,NA,US,0,0
00801,PO BOX,St Thomas,VI,,18.35,-64.93,NA,US,0,0
00802,STANDARD,St Thomas,VI,,18.35,-64.93,NA,US,0,0
00803,PO BOX,St Thomas,VI,,18.35,-64.93,NA,US,0,0
00804,PO BOX,St Thomas,VI,,18.35,-64.93,NA,US,0,0
00805,PO BOX,St Thomas,VI,,18.34,-64.93,NA,US,0,0
00820,STANDARD,Christiansted,VI,,17.74,-64.7,NA,US,0,0
00821,PO BOX,Christiansted,VI,,17.74,-64.7,NA,US,0,0
00822,PO BOX,Christiansted,VI,,17.74,-64.7,NA,US,0,0
00823,PO BOX,Christiansted,VI,,17.74,-64.7,NA,US,0,0
00824,PO BOX,Christiansted,VI,,17.74,-64.7,NA,US,0,0
00830,STANDARD,St John,VI,,18.33,-64.79,NA,US,0,0
00831,PO BOX,St John,VI,,18.33,-64.79,NA,US,0,0
00840,STANDARD,Frederiksted,VI,,17.71,-64.88,NA,US,0,0
00841,PO BOX,Frederiksted,VI,,17.71,-64.88,NA,US,0,0
00850,STANDARD,Kingshill,VI,,17.76,-64.82,NA,US,0,0
00851,PO BOX,Kingshill,VI,,17.73,-64.8,NA,US,0,0
00901,STANDARD,San Juan,PR,,18.4,-66.06,NA,US,0,0
00902,PO BOX,San Juan,PR,,18.4,-66.06,NA,US,0,0
00906,PO BOX,San Juan,PR,,18.4,-66.06,NA,US,0,0
00907,STANDARD,San Juan,PR,,18.4,-66.06,NA,US,0,0
00908,PO BOX,San Juan,PR,,18.4,-66.06,NA,US,0,0
00909,STANDARD,San Juan,PR,,18.44,-66.06,NA,US,0,0
00910,PO BOX,San Juan,PR,,18.4,-66.06,NA,US,0,0
00911,STANDARD,San Juan,PR,,18.4,-66.06,NA,US,0,0
00912,STANDARD,San Juan,PR,,18.4,-66.06,NA,US,0,0
00913,STANDARD,San Juan,PR,,18.4,-66.06,NA,US,0,0
00914,PO BOX,San Juan,PR,,18.4,-66.06,NA,US,0,0
00915,STANDARD,San Juan,PR,,18.4,-66.06,NA,US,0,0
00916,PO BOX,San Juan,PR,,18.4,-66.06,NA,US,0,0
00917,STANDARD,San Juan,PR,,18.4,-66.06,NA,US,0,0
00918,STANDARD,San Juan,PR,,18.4,-66.06,NA,US,0,0
00919,PO BOX,San Juan,PR,,18.4,-66.06,NA,US,0,0
00920,STANDARD,San Juan,PR,,18.4,-66.06,NA,US,0,0
00921,STANDARD,San Juan,PR,,18.4,-66.06,NA,US,0,0
00922,PO BOX,San Juan,PR,,18.4,-66.06,NA,US,0,0
00923,STANDARD,San Juan,PR,,18.4,-66.06,NA,US,0,0
00924,STANDARD,San Juan,PR,,18.4,-66.06,NA,US,0,0
00925,STANDARD,San Juan,PR,,18.4,-66.06,NA,US,0,0
00926,STANDARD,San Juan,PR,,18.4,-66.06,NA,US,0,0
00927,STANDARD,San Juan,PR,,18.4,-66.06,NA,US,0,0
00928,PO BOX,San Juan,PR,,18.4,-66.06,NA,US,0,0
00929,PO BOX,San Juan,PR,San Juan,18.4,-66.06,NA,US,0,0
00930,PO BOX,San Juan,PR,,18.4,-66.06,NA,US,0,0
00931,PO BOX,San Juan,PR,San Juan,18.4,-66.06,NA,US,0,0
00933,PO BOX,San Juan,PR,San Juan,18.4,-66.06,NA,US,0,0
00934,STANDARD,Fort Buchanan,PR,,18.41,-66.11,NA,US,0,0
00935,UNIQUE,San Juan,PR,San Juan,18.4,-66.06,NA,US,0,0
00936,PO BOX,San Juan,PR,,18.4,-66.06,NA,US,0,0
00937,PO BOX,San Juan,PR,San Juan,18.4,-66.06,NA,US,0,0
00939,UNIQUE,San Juan,PR,San Juan,18.4,-66.06,NA,US,0,0
00940,PO BOX,San Juan,PR,,18.4,-66.06,NA,US,0,0
00949,STANDARD,Toa Baja,PR,,18.44,-66.25,NA,US,0,0
00950,PO BOX,Toa Baja,PR,,18.44,-66.25,NA,US,0,0
00951,PO BOX,Toa Baja,PR,,18.44,-66.25,NA,US,0,0
00952,STANDARD,Sabana Seca,PR,Toa Baja,18.42,-66.19,NA,US,0,0
00953,STANDARD,Toa Alta,PR,Toa Alta,18.39,-66.25,NA,US,0,0
00954,PO BOX,Toa Alta,PR,Toa Alta,18.39,-66.25,NA,US,0,0
00955,PO BOX,San Juan,PR,San Juan,18.4,-66.06,NA,US,0,0
00956,STANDARD,Bayamon,PR,BayamÃ³n,18.28,-66.13,NA,US,0,0
00957,STANDARD,Bayamon,PR,BayamÃ³n,18.28,-66.13,NA,US,0,0
00958,PO BOX,Bayamon,PR,BayamÃ³n,18.28,-66.13,NA,US,0,0
00959,STANDARD,Bayamon,PR,BayamÃ³n,18.28,-66.13,NA,US,0,0
00960,PO BOX,Bayamon,PR,,18.28,-66.13,NA,US,0,0
00961,STANDARD,Bayamon,PR,BayamÃ³n,18.41,-66.15,NA,US,0,0
00962,STANDARD,Catano,PR,CataÃ±o,18.43,-66.11,NA,US,0,0
00963,PO BOX,Catano,PR,CataÃ±o,18.43,-66.11,NA,US,0,0
00965,STANDARD,Guaynabo,PR,Guaynabo,18.38,-66.11,NA,US,0,0
00966,STANDARD,Guaynabo,PR,Guaynabo,18.38,-66.11,NA,US,0,0
00968,STANDARD,Guaynabo,PR,Guaynabo,18.38,-66.11,NA,US,0,0
00969,STANDARD,Guaynabo,PR,Guaynabo,18.38,-66.11,NA,US,0,0
00970,PO BOX,Guaynabo,PR,,18.38,-66.11,NA,US,0,0
00971,STANDARD,Guaynabo,PR,Guaynabo,18.38,-66.11,NA,US,0,0
00975,UNIQUE,San Juan,PR,San Juan,18.4,-66.06,NA,US,0,0
00976,STANDARD,Trujillo Alto,PR,Trujillo Alto,18.36,-66.01,NA,US,0,0
00977,PO BOX,Trujillo Alto,PR,,18.36,-66.01,NA,US,0,0
00978,PO BOX,Saint Just,PR,San Juan,18.37,-66.01,NA,US,0,0
00979,STANDARD,Carolina,PR,Carolina,18.4,-65.98,NA,US,0,0
00981,PO BOX,Carolina,PR,Carolina,18.4,-65.98,NA,US,0,0
00982,STANDARD,Carolina,PR,Carolina,18.4,-65.98,NA,US,0,0
00983,STANDARD,Carolina,PR,Carolina,18.4,-65.98,NA,US,0,0
00984,PO BOX,Carolina,PR,Carolina,18.4,-65.98,NA,US,0,0
00985,STANDARD,Carolina,PR,Carolina,18.4,-65.98,NA,US,0,0
00986,PO BOX,Carolina,PR,Carolina,18.4,-65.98,NA,US,0,0
00987,STANDARD,Carolina,PR,Carolina,18.4,-65.98,NA,US,0,0
00988,PO BOX,Carolina,PR,Carolina,18.4,-65.98,NA,US,0,0
01001,STANDARD,Agawam,MA,Hampden County,42.06,-72.61,NA,US,0,14021
01002,STANDARD,Amherst,MA,Hampshire County,42.37,-72.52,NA,US,0,16532
01003,PO BOX,Amherst,MA,Hampshire County,42.37,-72.52,NA,US,0,0
01004,PO BOX,Amherst,MA,Hampshire County,42.37,-72.52,NA,US,0,742
01005,STANDARD,Barre,MA,Worcester County,42.42,-72.1,NA,US,0,3935
01007,STANDARD,Belchertown,MA,Hampshire County,42.27,-72.4,NA,US,0,12895
01008,STANDARD,Blandford,MA,Hampden County,42.18,-72.93,NA,US,0,1153
01009,PO BOX,Bondsville,MA,Hampden County,42.2,-72.34,NA,US,0,1055
01010,STANDARD,Brimfield,MA,Hampden County,42.11,-72.2,NA,US,0,3312
01011,STANDARD,Chester,MA,Hampden County,42.28,-72.98,NA,US,0,1012
01012,STANDARD,Chesterfield,MA,Hampshire County,42.4,-72.85,NA,US,0,639
01013,STANDARD,Chicopee,MA,Hampden County,42.17,-72.57,NA,US,0,16669
01014,PO BOX,Chicopee,MA,Hampden County,42.17,-72.57,NA,US,0,0
01020,STANDARD,Chicopee,MA,Hampden County,42.17,-72.57,NA,US,0,24570
01021,PO BOX,Chicopee,MA,Hampden County,42.17,-72.57,NA,US,0,509
01022,STANDARD,Chicopee,MA,Hampden County,42.17,-72.57,NA,US,0,1713
01026,STANDARD,Cummington,MA,Hampshire County,42.46,-72.9,NA,US,0,865
01027,STANDARD,Easthampton,MA,Hampshire County,42.26,-72.68,NA,US,0,15525
01028,STANDARD,East Longmeadow,MA,Hampden County,42.06,-72.51,NA,US,0,14024
01029,PO BOX,East Otis,MA,Berkshire County,42.17,-73.03,NA,US,0,509
01030,STANDARD,Feeding Hills,MA,Hampden County,42.06,-72.67,NA,US,0,10449
01031,STANDARD,Gilbertville,MA,Worcester County,42.35,-72.21,NA,US,0,932
01032,STANDARD,Goshen,MA,Hampshire County,42.43,-72.8,NA,US,0,489
01033,STANDARD,Granby,MA,Hampshire County,42.26,-72.52,NA,US,0,5647
01034,STANDARD,Granville,MA,Hampden County,42.06,-72.86,NA,US,0,1787
01035,STANDARD,Hadley,MA,Hampshire County,42.35,-72.58,NA,US,0,4327
01036,STANDARD,Hampden,MA,Hampden County,42.06,-72.41,NA,US,0,4700
01037,PO BOX,Hardwick,MA,Worcester County,42.35,-72.2,NA,US,0,714
01038,STANDARD,Hatfield,MA,Hampshire County,42.37,-72.6,NA,US,0,2161
01039,STANDARD,Haydenville,MA,Hampshire County,42.39,-72.7,NA,US,0,1228
01040,STANDARD,Holyoke,MA,Hampden County,42.21,-72.64,NA,US,0,26316
01041,PO BOX,Holyoke,MA,Hampden County,42.21,-72.64,NA,US,0,997
01050,STANDARD,Huntington,MA,Hampshire County,42.23,-72.88,NA,US,0,2282
01053,STANDARD,Leeds,MA,Hampshire County,42.35,-72.71,NA,US,0,1407
01054,STANDARD,Leverett,MA,Franklin County,42.45,-72.5,NA,US,0,1620
01056,STANDARD,Ludlow,MA,Hampden County,42.16,-72.48,NA,US,0,17529
01057,STANDARD,Monson,MA,Hampden County,42.09,-72.31,NA,US,0,7429
01059,PO BOX,North Amherst,MA,Hampshire County,42.4,-72.52,NA,US,0,0
01060,STANDARD,Northampton,MA,Hampshire County,42.32,-72.67,NA,US,0,10304
01061,PO BOX,Northampton,MA,Hampshire County,42.32,-72.67,NA,US,0,423
01062,STANDARD,Florence,MA,Hampshire County,42.32,-72.67,NA,US,0,9483
01063,UNIQUE,Northampton,MA,Hampshire County,42.32,-72.67,NA,US,0,0
01066,PO BOX,North Hatfield,MA,Franklin County,42.4,-72.6,NA,US,0,0
01068,STANDARD,Oakham,MA,Worcester County,42.35,-72.05,NA,US,0,1807
01069,STANDARD,Palmer,MA,Hampden County,42.16,-72.32,NA,US,0,6950
01070,STANDARD,Plainfield,MA,Hampshire County,42.51,-72.91,NA,US,0,467
01071,STANDARD,Russell,MA,Hampden County,42.18,-72.85,NA,US,0,1376
01072,STANDARD,Shutesbury,MA,Franklin County,42.45,-72.4,NA,US,0,1269
01073,STANDARD,Southampton,MA,Hampshire County,42.23,-72.73,NA,US,0,5385
01074,PO BOX,South Barre,MA,Worcester County,42.38,-72.09,NA,US,0,525
01075,STANDARD,South Hadley,MA,Hampshire County,42.26,-72.56,NA,US,0,14184
01077,STANDARD,Southwick,MA,Hampden County,42.05,-72.76,NA,US,0,8567
01079,PO BOX,Thorndike,MA,Hampden County,42.18,-72.33,NA,US,0,766
01080,STANDARD,Three Rivers,MA,Hampden County,42.18,-72.37,NA,US,0,1888
01081,STANDARD,Wales,MA,Hampden County,42.06,-72.21,NA,US,0,1491
01082,STANDARD,Ware,MA,Hampshire County,42.25,-72.24,NA,US,0,8509
01083,PO BOX,Warren,MA,Worcester County,42.21,-72.19,NA,US,0,2519
01084,STANDARD,West Chesterfield,MA,Hampshire County,42.41,-72.87,NA,US,0,0
01085,STANDARD,Westfield,MA,Hampden County,42.13,-72.75,NA,US,0,32344
01086,PO BOX,Westfield,MA,Hampden County,42.13,-72.75,NA,US,0,664
01088,STANDARD,West Hatfield,MA,Hampshire County,42.39,-72.64,NA,US,0,458
01089,STANDARD,West Springfield,MA,Hampden County,42.12,-72.65,NA,US,0,23043
01090,PO BOX,West Springfield,MA,Hampden County,42.12,-72.65,NA,US,0,404
01092,PO BOX,West Warren,MA,Worcester County,42.2,-72.2,NA,US,0,1063
01093,PO BOX,Whately,MA,Franklin County,42.45,-72.61,NA,US,0,476
01094,PO BOX,Wheelwright,MA,Worcester County,42.35,-72.14,NA,US,0,0
01095,STANDARD,Wilbraham,MA,Hampden County,42.13,-72.43,NA,US,0,13107
01096,STANDARD,Williamsburg,MA,Hampshire County,42.4,-72.71,NA,US,0,2266
01097,PO BOX,Woronoco,MA,Hampden County,42.19,-72.82,NA,US,0,0
01098,STANDARD,Worthington,MA,Hampshire County,42.41,-72.93,NA,US,0,1076
01101,PO BOX,Springfield,MA,Hampden County,42.11,-72.53,NA,US,0,1531
01102,PO BOX,Springfield,MA,Hampden County,42.11,-72.53,NA,US,0,0
01103,STANDARD,Springfield,MA,Hampden County,42.11,-72.53,NA,US,0,1533
01104,STANDARD,Springfield,MA,Hampden County,42.11,-72.53,NA,US,0,15795
01105,STANDARD,Springfield,MA,Hampden County,42.11,-72.53,NA,US,0,6054
01106,STANDARD,Longmeadow,MA,Hampden County,42.04,-72.57,NA,US,0,14332
01107,STANDARD,Springfield,MA,Hampden County,42.11,-72.53,NA,US,0,6360
01108,STANDARD,Springfield,MA,Hampden County,42.11,-72.53,NA,US,0,17151
01109,STANDARD,Springfield,MA,Hampden County,42.11,-72.53,NA,US,0,17988
01111,UNIQUE,Springfield,MA,Hampden County,42.11,-72.53,NA,US,0,0
01115,PO BOX,Springfield,MA,Hampden County,42.11,-72.53,NA,US,0,0
01116,PO BOX,Longmeadow,MA,Hampden County,42.04,-72.57,NA,US,0,0
01118,STANDARD,Springfield,MA,Hampden County,42.11,-72.53,NA,US,0,11858
01119,STANDARD,Springfield,MA,Hampden County,42.11,-72.53,NA,US,0,9915
01128,STANDARD,Springfield,MA,Hampden County,42.11,-72.53,NA,US,0,2510
01129,STANDARD,Springfield,MA,Hampden County,42.11,-72.53,NA,US,0,5884
01133,UNIQUE,Springfield,MA,Hampden County,42.1,-72.59,NA,US,1,0
01138,PO BOX,Springfield,MA,Hampden County,42.11,-72.53,NA,US,0,509
01139,PO BOX,Springfield,MA,Hampden County,42.11,-72.53,NA,US,0,0
01144,STANDARD,Springfield,MA,Hampden County,42.11,-72.53,NA,US,0,0
01151,STANDARD,Indian Orchard,MA,Hampden County,42.15,-72.51,NA,US,0,6080
01152,STANDARD,Springfield,MA,Hampden County,42.11,-72.53,NA,US,0,0
01195,STANDARD,Springfield,MA,Hampden County,42.1,-72.58,NA,US,1,0
01199,UNIQUE,Springfield,MA,Hampden County,42.11,-72.53,NA,US,0,0
01201,STANDARD,Pittsfield,MA,Berkshire County,42.45,-73.26,NA,US,0,36002
01202,PO BOX,Pittsfield,MA,Berkshire County,42.45,-73.26,NA,US,0,1186
01203,PO BOX,Pittsfield,MA,Berkshire County,42.45,-73.26,NA,US,0,0
01220,STANDARD,Adams,MA,Berkshire County,42.62,-73.11,NA,US,0,6993
01222,STANDARD,Ashley Falls,MA,Berkshire County,42.05,-73.33,NA,US,0,681
01223,STANDARD,Becket,MA,Berkshire County,42.33,-73.07,NA,US,0,1964
01224,STANDARD,Berkshire,MA,Berkshire County,42.51,-73.19,NA,US,0,0
01225,STANDARD,Cheshire,MA,Berkshire County,42.55,-73.15,NA,US,0,2990
01226,STANDARD,Dalton,MA,Berkshire County,42.47,-73.16,NA,US,0,5793
01227,PO BOX,Dalton,MA,Berkshire County,42.47,-73.16,NA,US,0,0
01229,PO BOX,Glendale,MA,Berkshire County,42.3,-73.32,NA,US,0,0
01230,STANDARD,Great Barrington,MA,Berkshire County,42.19,-73.35,NA,US,0,5873
01235,STANDARD,Hinsdale,MA,Berkshire County,42.42,-73.07,NA,US,0,2476
01236,STANDARD,Housatonic,MA,Berkshire County,42.25,-73.36,NA,US,0,1486
01237,STANDARD,Lanesboro,MA,Berkshire County,42.51,-73.22,NA,US,0,2606
01238,STANDARD,Lee,MA,Berkshire County,42.3,-73.25,NA,US,0,5056
01240,STANDARD,Lenox,MA,Berkshire County,42.35,-73.28,NA,US,0,4020
01242,PO BOX,Lenox Dale,MA,Berkshire County,42.36,-73.27,NA,US,0,515
01243,PO BOX,Middlefield,MA,Hampshire County,42.35,-73.01,NA,US,0,0
01244,PO BOX,Mill River,MA,Berkshire County,42.12,-73.27,NA,US,0,0
01245,STANDARD,Monterey,MA,Berkshire County,42.18,-73.21,NA,US,0,682
01247,STANDARD,North Adams,MA,Berkshire County,42.68,-73.11,NA,US,0,11730
01252,PO BOX,North Egremont,MA,Berkshire County,42.17,-73.44,NA,US,0,0
01253,STANDARD,Otis,MA,Berkshire County,42.19,-73.07,NA,US,0,778
01254,STANDARD,Richmond,MA,Berkshire County,42.37,-73.36,NA,US,0,1068
01255,STANDARD,Sandisfield,MA,Berkshire County,42.11,-73.13,NA,US,0,572
01256,STANDARD,Savoy,MA,Berkshire County,42.56,-73.02,NA,US,0,574
01257,STANDARD,Sheffield,MA,Berkshire County,42.1,-73.34,NA,US,0,2018
01258,STANDARD,South Egremont,MA,Berkshire County,42.16,-73.41,NA,US,0,591
01259,STANDARD,Southfield,MA,Berkshire County,42.07,-73.23,NA,US,0,438
01260,PO BOX,South Lee,MA,Berkshire County,42.3,-73.23,NA,US,0,0
01262,PO BOX,Stockbridge,MA,Berkshire County,42.3,-73.32,NA,US,0,1206
01263,UNIQUE,Stockbridge,MA,Berkshire County,42.3,-73.32,NA,US,0,0
01264,PO BOX,Tyringham,MA,Berkshire County,42.24,-73.19,NA,US,0,0
01266,STANDARD,West Stockbridge,MA,Berkshire County,42.31,-73.39,NA,US,0,1182
01267,STANDARD,Williamstown,MA,Berkshire County,42.7,-73.2,NA,US,0,5277
01270,STANDARD,Windsor,MA,Berkshire County,42.51,-73.04,NA,US,0,694
01301,STANDARD,Greenfield,MA,Franklin County,42.58,-72.59,NA,US,0,13381
01302,PO BOX,Greenfield,MA,Franklin County,42.58,-72.59,NA,US,0,406
01330,STANDARD,Ashfield,MA,Franklin County,42.53,-72.78,NA,US,0,1345
01331,STANDARD,Athol,MA,Worcester County,42.59,-72.23,NA,US,0,10562
01337,STANDARD,Bernardston,MA,Franklin County,42.66,-72.55,NA,US,0,2438
01338,STANDARD,Buckland,MA,Franklin County,42.6,-72.78,NA,US,0,0
01339,STANDARD,Charlemont,MA,Franklin County,42.63,-72.88,NA,US,0,1250
01340,STANDARD,Colrain,MA,Franklin County,42.66,-72.68,NA,US,0,1581
01341,STANDARD,Conway,MA,Franklin County,42.51,-72.68,NA,US,0,1541
01342,STANDARD,Deerfield,MA,Franklin County,42.55,-72.6,NA,US,0,1238
01343,STANDARD,Drury,MA,Berkshire County,42.68,-72.98,NA,US,0,0
01344,STANDARD,Erving,MA,Franklin County,42.6,-72.4,NA,US,0,1247
01346,STANDARD,Heath,MA,Franklin County,42.66,-72.83,NA,US,0,0
01347,PO BOX,Lake Pleasant,MA,Franklin County,42.53,-72.54,NA,US,0,0
01349,STANDARD,Millers Falls,MA,Franklin County,42.59,-72.55,NA,US,0,697
01350,PO BOX,Monroe Bridge,MA,Franklin County,42.72,-72.98,NA,US,0,0
01351,STANDARD,Montague,MA,Franklin County,42.53,-72.53,NA,US,0,2016
01354,STANDARD,Gill,MA,Franklin County,42.7,-72.43,NA,US,0,1338
01355,STANDARD,New Salem,MA,Franklin County,42.5,-72.33,NA,US,0,803
01360,STANDARD,Northfield,MA,Franklin County,42.7,-72.43,NA,US,0,2627
01364,STANDARD,Orange,MA,Franklin County,42.59,-72.3,NA,US,0,6044
01366,STANDARD,Petersham,MA,Worcester County,42.48,-72.18,NA,US,0,1104
01367,STANDARD,Rowe,MA,Franklin County,42.7,-72.9,NA,US,0,444
